,Unnamed: 0.1,Unnamed: 0,survived,age,sibsp,parch,fare,class,who,adult_male,deck,embark_town,alive,alone,FamilySize,IsAlone,Age,sex_male,embarked_Q,embarked_S,pclass_2,pclass_3
172,172,172,1,-2.1795831708219895,1,1,-0.48145578049281285,Third,child,False,C,Southampton,yes,False,0.6792945838081278,0,0.6931471805599453,False,False,True,False,True
173,173,173,0,-0.6425863043961658,0,0,-0.798539974052802,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.091042453358316,True,False,True,False,True
174,174,174,0,2.0471582118490255,0,0,0.5100012756239033,First,man,True,A,Cherbourg,no,True,-0.5609748304808925,1,4.04305126783455,True,False,False,False,False
175,175,175,0,-0.8731358343600393,1,1,-0.806763380796033,Third,man,True,C,Southampton,no,False,0.6792945838081278,0,2.9444389791664403,True,False,True,False,True
176,176,176,0,-0.10463740114712752,3,1,0.32384119624754826,Third,man,True,C,Southampton,no,False,1.9195639980971482,0,3.367295829986474,True,False,True,False,True
177,177,177,0,1.5860591519212783,0,0,0.4432836100273541,First,woman,False,C,Cherbourg,no,True,-0.5609748304808925,1,3.9318256327243257,False,False,False,False,False
178,178,178,0,0.04906228549545483,0,0,-0.3336984726090332,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.4339872044851463,True,False,True,True,False
179,179,179,0,0.5101613454232019,0,0,-3.0585777291682934,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.6109179126442243,True,False,True,False,True
180,180,180,0,-0.10463740114712752,8,2,1.3361591794576348,Third,woman,False,C,Southampton,no,False,5.64037224096421,0,3.367295829986474,False,False,True,False,True
181,181,181,0,-0.10463740114712752,0,0,-0.19260305647698941,Second,man,True,C,Cherbourg,no,True,-0.5609748304808925,1,3.367295829986474,True,False,False,True,False
182,182,182,0,-1.56478442425166,4,2,0.5322916934007406,Third,child,False,C,Southampton,no,False,3.1598334123861687,0,2.302585092994046,True,False,True,False,True
183,183,183,1,-2.1795831708219895,2,1,0.750263780890198,Second,child,False,F,Southampton,yes,False,1.299429290952638,0,0.6931471805599453,True,False,True,True,False
184,184,184,1,-1.949033640858116,0,2,0.1800041951014629,Third,child,False,C,Southampton,yes,False,0.6792945838081278,0,1.6094379124341003,False,False,True,False,True
185,185,185,0,-0.10463740114712752,0,0,1.0011105492142125,First,man,True,A,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,False
186,186,186,1,-0.10463740114712752,1,0,-0.16405229962564447,Third,woman,False,C,Queenstown,yes,False,0.059159876663617626,0,3.367295829986474,False,True,False,False,True
187,187,187,1,1.2018099353148226,0,0,0.36526093570402607,First,man,True,C,Southampton,yes,True,-0.5609748304808925,1,3.828641396489095,True,False,True,False,False
188,188,188,0,0.8175607187083667,1,1,-0.16405229962564447,Third,man,True,C,Queenstown,no,False,0.6792945838081278,0,3.713572066704308,True,True,False,False,True
189,189,189,0,0.5101613454232019,0,0,-0.8019236166026618,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.6109179126442243,True,False,True,False,True
190,190,190,1,0.20276197213803718,0,0,-0.3336984726090332,Second,woman,False,C,Southampton,yes,True,-0.5609748304808925,1,3.4965075614664802,False,False,True,True,False
191,191,191,0,-0.7962859910387481,0,0,-0.3336984726090332,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,2.995732273553991,True,False,True,True,False
192,192,192,1,-0.7962859910387481,1,0,-0.806763380796033,Third,woman,False,C,Southampton,yes,False,0.059159876663617626,0,2.995732273553991,False,False,True,False,True
193,193,193,1,-2.025883484179407,1,1,0.3444394801955362,Second,child,False,F,Southampton,yes,False,0.6792945838081278,0,1.3862943611198906,True,False,True,True,False
194,194,194,1,1.1249600919935314,0,0,0.4082334475616762,First,woman,False,B,Cherbourg,yes,True,-0.5609748304808925,1,3.8066624897703196,False,False,False,False,False
195,195,195,1,2.200857898491608,0,0,2.097794920021772,First,woman,False,B,Cherbourg,yes,True,-0.5609748304808925,1,4.07753744390572,False,False,False,False,False
196,196,196,0,-0.10463740114712752,0,0,-0.8189865811572414,Third,man,True,C,Queenstown,no,True,-0.5609748304808925,1,3.367295829986474,True,True,False,False,True
197,197,197,0,0.9712604053509489,0,1,-0.7445391097425902,Third,man,True,C,Southampton,no,False,0.059159876663617626,0,3.7612001156935624,True,False,True,False,True
198,198,198,1,-0.10463740114712752,0,0,-0.8189865811572414,Third,woman,False,C,Queenstown,yes,True,-0.5609748304808925,1,3.367295829986474,False,True,False,False,True
199,199,199,0,-0.41203677443229225,0,0,-0.3336984726090332,Second,woman,False,C,Southampton,no,True,-0.5609748304808925,1,3.2188758248682006,False,False,True,True,False
200,200,200,0,-0.10463740114712752,0,0,-0.6307359423566569,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,True
201,201,201,0,-0.10463740114712752,8,2,1.3361591794576348,Third,man,True,C,Southampton,no,False,5.64037224096421,0,3.367295829986474,True,False,True,False,True
202,202,202,0,0.35646165878061953,0,0,-0.9787286015064478,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.5553480614894135,True,False,True,False,True
203,203,203,0,1.2402348569754682,0,0,-0.8828741679067217,Third,man,True,C,Cherbourg,no,True,-0.5609748304808925,1,3.839452312593311,True,False,False,False,True
204,204,204,1,-0.8731358343600393,0,0,-0.7841792430073967,Third,man,True,C,Southampton,yes,True,-0.5609748304808925,1,2.9444389791664403,True,False,True,False,True
205,205,205,0,-2.1027333275006983,0,1,-0.5401781836878246,Third,child,False,G,Southampton,no,False,0.059159876663617626,0,1.0986122886681096,False,False,True,False,True
206,206,206,0,0.20276197213803718,1,0,-0.1423794216910609,Third,man,True,C,Southampton,no,False,0.059159876663617626,0,3.4965075614664802,True,False,True,False,True
207,207,207,1,-0.2583370877897099,0,0,0.023546289947323752,Third,man,True,C,Cherbourg,yes,True,-0.5609748304808925,1,3.295836866004329,True,False,False,False,True
208,208,208,1,-1.0268355210026217,0,0,-0.8189865811572414,Third,woman,False,C,Queenstown,yes,True,-0.5609748304808925,1,2.833213344056216,False,True,False,False,True
209,209,209,1,0.8175607187083667,0,0,0.5198636196706229,First,man,True,A,Cherbourg,yes,True,-0.5609748304808925,1,3.713572066704308,True,False,False,False,False
210,210,210,0,-0.41203677443229225,0,0,-0.9050797531497122,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.2188758248682006,True,False,True,False,True
211,211,211,1,0.4333115021019107,0,0,0.1329851701219792,Second,woman,False,C,Southampton,yes,True,-0.5609748304808925,1,3.58351893845611,False,False,True,True,False
212,212,212,0,-0.5657364610748746,0,0,-0.8797405693934278,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.1354942159291497,True,False,True,False,True
213,213,213,0,0.04906228549545483,0,0,-0.3336984726090332,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.4339872044851463,True,False,True,True,False
214,214,214,0,-0.10463740114712752,1,0,-0.8189865811572414,Third,man,True,C,Queenstown,no,False,0.059159876663617626,0,3.367295829986474,True,True,False,False,True
215,215,215,1,0.12591212881674602,1,0,1.834129231109428,First,woman,False,D,Cherbourg,yes,False,0.059159876663617626,0,3.4657359027997265,False,False,False,False,False
216,216,216,1,-0.1814872444684187,0,0,-0.798539974052802,Third,woman,False,C,Southampton,yes,True,-0.5609748304808925,1,3.332204510175204,False,False,True,False,True
217,217,217,0,0.9712604053509489,1,0,0.3819897971587497,Second,man,True,C,Southampton,no,False,0.059159876663617626,0,3.7612001156935624,True,False,True,True,False
218,218,218,1,0.20276197213803718,0,0,1.4303920040723752,First,woman,False,D,Cherbourg,yes,True,-0.5609748304808925,1,3.4965075614664802,False,False,False,False,False
219,219,219,0,0.04906228549545483,0,0,-0.5368057694182641,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.4339872044851463,True,False,True,True,False
220,220,220,1,-1.0268355210026217,0,0,-0.7841792430073967,Third,man,True,C,Southampton,yes,True,-0.5609748304808925,1,2.833213344056216,True,False,True,False,True
221,221,221,0,-0.1814872444684187,0,0,-0.3336984726090332,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.332204510175204,True,False,True,True,False
222,222,222,0,1.6629089952425695,0,0,-0.7841792430073967,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.9512437185814275,True,False,True,False,True
223,223,223,0,-0.10463740114712752,0,0,-0.8019236166026618,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,True
224,224,224,1,0.6638610320657843,1,0,1.5989745568795648,First,man,True,C,Southampton,yes,False,0.059159876663617626,0,3.6635616461296463,True,False,True,False,False
225,225,225,0,-0.5657364610748746,0,0,-0.6455926003653025,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.1354942159291497,True,False,True,False,True
226,226,226,1,-0.7962859910387481,0,0,-0.5368057694182641,Second,man,True,C,Southampton,yes,True,-0.5609748304808925,1,2.995732273553991,True,False,True,True,False
227,227,227,0,-0.6810112260568114,0,0,-0.8797405693934278,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.068052935133617,True,False,True,False,True
228,228,228,0,-0.8731358343600393,0,0,-0.3336984726090332,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,2.9444389791664403,True,False,True,True,False
229,229,229,0,-0.10463740114712752,3,1,0.32384119624754826,Third,woman,False,C,Southampton,no,False,1.9195639980971482,0,3.367295829986474,False,False,True,False,True
230,230,230,1,0.4333115021019107,1,0,1.5221510751129648,First,woman,False,C,Southampton,yes,False,0.059159876663617626,0,3.58351893845611,False,False,True,False,False
231,231,231,0,-0.027787557825836348,0,0,-0.8160407306065733,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.4011973816621555,True,False,True,False,True
232,232,232,0,2.277707741812899,0,0,-0.29746598596845064,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,4.0943445622221,True,False,True,True,False
233,233,233,1,-1.8721837975368247,4,2,0.5322916934007406,Third,child,False,C,Southampton,yes,False,3.1598334123861687,0,1.791759469228055,False,False,True,False,True
234,234,234,0,-0.41203677443229225,0,0,-0.5368057694182641,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.2188758248682006,True,False,True,True,False
235,235,235,0,-0.10463740114712752,0,0,-0.8428609376877135,Third,woman,False,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,False,False,True,False,True
236,236,236,0,1.1249600919935314,1,0,0.3444394801955362,Second,man,True,C,Southampton,no,False,0.059159876663617626,0,3.8066624897703196,True,False,True,True,False
237,237,237,1,-1.6416342675729512,0,2,0.35395586016517094,Second,child,False,C,Southampton,yes,False,0.6792945838081278,0,2.1972245773362196,False,False,True,True,False
238,238,238,0,-0.7962859910387481,0,0,-0.5368057694182641,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,2.995732273553991,True,False,True,True,False
239,239,239,0,0.27961181545932834,0,0,-0.3886024739916458,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.5263605246161616,True,False,True,True,False
240,240,240,0,-0.10463740114712752,1,0,-0.23166125968823223,Third,woman,False,C,Cherbourg,no,False,0.059159876663617626,0,3.367295829986474,False,False,False,False,True
241,241,241,1,-0.10463740114712752,1,0,-0.16405229962564447,Third,woman,False,C,Queenstown,yes,False,0.059159876663617626,0,3.367295829986474,False,True,False,False,True
242,242,242,0,-0.027787557825836348,0,0,-0.5368057694182641,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.4011973816621555,True,False,True,True,False
243,243,243,0,-0.5657364610748746,0,0,-0.8955045384601199,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.1354942159291497,True,False,True,False,True
244,244,244,0,0.04906228549545483,0,0,-0.8828741679067217,Third,man,True,C,Cherbourg,no,True,-0.5609748304808925,1,3.4339872044851463,True,False,False,False,True
245,245,245,0,1.1249600919935314,2,0,1.5989745568795648,First,man,True,C,Queenstown,no,False,0.6792945838081278,0,3.8066624897703196,True,True,False,False,False
246,246,246,0,-0.33518693111100106,0,0,-0.8160407306065733,Third,woman,False,C,Southampton,no,True,-0.5609748304808925,1,3.258096538021482,False,False,True,False,True
247,247,247,1,-0.41203677443229225,0,2,-0.2286058134653583,Second,woman,False,C,Southampton,yes,False,0.6792945838081278,0,3.2188758248682006,False,False,True,True,False
248,248,248,1,0.5870111887444931,1,1,1.0515683442816504,First,man,True,D,Southampton,yes,False,0.6792945838081278,0,3.6375861597263857,True,False,True,False,False
249,249,249,0,1.893458525206443,1,0,0.3444394801955362,Second,man,True,C,Southampton,no,False,0.059159876663617626,0,4.007333185232471,True,False,True,True,False
250,250,250,0,-0.10463740114712752,0,0,-0.8797405693934278,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,True
251,251,251,0,-0.027787557825836348,1,1,-0.5401781836878246,Third,woman,False,G,Southampton,no,False,0.6792945838081278,0,3.4011973816621555,False,False,True,False,True
252,252,252,0,2.5082572717767726,0,0,0.36526093570402607,First,man,True,C,Southampton,no,True,-0.5609748304808925,1,4.143134726391533,True,False,True,False,False
253,253,253,0,0.04906228549545483,1,0,-0.12717266791993012,Third,man,True,C,Southampton,no,False,0.059159876663617626,0,3.4339872044851463,True,False,True,False,True
254,254,254,0,0.8944105620296577,0,2,0.09534793704965058,Third,woman,False,C,Southampton,no,False,0.6792945838081278,0,3.7376696182833684,False,False,True,False,True
255,255,255,1,-0.027787557825836348,0,2,-0.1800831698720664,Third,woman,False,C,Cherbourg,yes,False,0.6792945838081278,0,3.4011973816621555,False,False,False,False,True
256,256,256,1,-0.10463740114712752,0,0,1.4685301291949246,First,woman,False,C,Cherbourg,yes,True,-0.5609748304808925,1,3.367295829986474,False,False,False,False,False
257,257,257,1,0.04906228549545483,0,0,1.5584783893656837,First,woman,False,B,Southampton,yes,True,-0.5609748304808925,1,3.4339872044851463,False,False,True,False,False
258,258,258,1,0.4333115021019107,0,0,3.3852937438182273,First,woman,False,C,Cherbourg,yes,True,-0.5609748304808925,1,3.58351893845611,False,False,False,False,False
259,259,259,1,1.5860591519212783,0,1,0.3444394801955362,Second,woman,False,C,Southampton,yes,False,0.059159876663617626,0,3.9318256327243257,False,False,True,True,False
260,260,260,0,-0.10463740114712752,0,0,-0.8189865811572414,Third,man,True,C,Queenstown,no,True,-0.5609748304808925,1,3.367295829986474,True,True,False,False,True
261,261,261,1,-2.025883484179407,4,2,0.5322916934007406,Third,child,False,C,Southampton,yes,False,3.1598334123861687,0,1.3862943611198906,True,False,True,False,True
262,262,262,0,1.7397588385638607,1,1,1.4743073772537167,First,man,True,E,Southampton,no,False,0.6792945838081278,0,3.970291913552122,True,False,True,False,False
263,263,263,0,0.8175607187083667,0,0,-3.0585777291682934,First,man,True,B,Southampton,no,True,-0.5609748304808925,1,3.713572066704308,True,False,True,False,False
264,264,264,0,-0.10463740114712752,0,0,-0.8189865811572414,Third,woman,False,C,Queenstown,no,True,-0.5609748304808925,1,3.367295829986474,False,True,False,False,True
265,265,265,0,0.5101613454232019,0,0,-0.5368057694182641,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.6109179126442243,True,False,True,True,False
266,266,266,0,-1.0268355210026217,4,1,0.7678594338107121,Third,man,True,C,Southampton,no,False,2.5396987052416584,0,2.833213344056216,True,False,True,False,True
267,267,267,1,-0.33518693111100106,1,0,-0.8160407306065733,Third,man,True,C,Southampton,yes,False,0.059159876663617626,0,3.258096538021482,True,False,True,False,True
268,268,268,1,2.200857898491608,0,1,2.14527242190355,First,woman,False,C,Southampton,yes,False,0.059159876663617626,0,4.07753744390572,False,False,True,False,False
269,269,269,1,0.4333115021019107,0,0,2.0186331792044068,First,woman,False,C,Southampton,yes,True,-0.5609748304808925,1,3.58351893845611,False,False,True,False,False
270,270,270,0,-0.10463740114712752,0,0,0.5198636196706229,First,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,False
271,271,271,1,-0.33518693111100106,0,0,-3.0585777291682934,Third,man,True,C,Southampton,yes,True,-0.5609748304808925,1,3.258096538021482,True,False,True,False,True
272,272,272,1,0.8944105620296577,0,1,0.06007112543995847,Second,woman,False,C,Southampton,yes,False,0.059159876663617626,0,3.7376696182833684,False,False,True,True,False
273,273,273,0,0.5870111887444931,0,1,0.4770416648490861,First,man,True,C,Cherbourg,no,False,0.059159876663617626,0,3.6375861597263857,True,False,False,False,False
274,274,274,1,-0.10463740114712752,0,0,-0.8189865811572414,Third,woman,False,C,Queenstown,yes,True,-0.5609748304808925,1,3.367295829986474,False,True,False,False,True
275,275,275,1,2.585107115098064,1,0,1.452419049919151,First,woman,False,D,Southampton,yes,False,0.059159876663617626,0,4.1588830833596715,False,False,True,False,False
276,276,276,0,1.2018099353148226,0,0,-0.8189865811572414,Third,woman,False,C,Southampton,no,True,-0.5609748304808925,1,3.828641396489095,False,False,True,False,True
277,277,277,0,-0.10463740114712752,0,0,-3.0585777291682934,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,True,False
278,278,278,0,-1.7184841108942424,4,1,0.457519539438721,Third,child,False,C,Queenstown,no,False,2.5396987052416584,0,2.0794415416798357,True,True,False,False,True
279,279,279,1,0.4333115021019107,1,1,0.0971716406458445,Third,woman,False,C,Southampton,yes,False,0.6792945838081278,0,3.58351893845611,False,False,True,False,True
280,280,280,0,2.738806801740646,0,0,-0.8189865811572414,Third,man,True,C,Queenstown,no,True,-0.5609748304808925,1,4.189654742026425,True,True,False,False,True
281,281,281,0,-0.10463740114712752,0,0,-0.806763380796033,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,True
282,282,282,0,-1.0268355210026217,0,0,-0.6307359423566569,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,2.833213344056216,True,False,True,False,True
283,283,283,1,-0.7962859910387481,0,0,-0.7841792430073967,Third,man,True,C,Southampton,yes,True,-0.5609748304808925,1,2.995732273553991,True,False,True,False,True
284,284,284,0,-0.10463740114712752,0,0,0.3444394801955362,First,man,True,A,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,False
285,285,285,0,0.27961181545932834,0,0,-0.7165619336211217,Third,man,True,C,Cherbourg,no,True,-0.5609748304808925,1,3.5263605246161616,True,False,False,False,True
286,286,286,1,0.04906228549545483,0,0,-0.6307359423566569,Third,man,True,C,Southampton,yes,True,-0.5609748304808925,1,3.4339872044851463,True,False,True,False,True
287,287,287,0,-0.5657364610748746,0,0,-0.8019236166026618,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.1354942159291497,True,False,True,False,True
288,288,288,1,0.9712604053509489,0,0,-0.3336984726090332,Second,man,True,C,Southampton,yes,True,-0.5609748304808925,1,3.7612001156935624,True,False,True,True,False
289,289,289,1,-0.5657364610748746,0,0,-0.8189865811572414,Third,woman,False,C,Queenstown,yes,True,-0.5609748304808925,1,3.1354942159291497,False,True,False,False,True
290,290,290,1,-0.2583370877897099,0,0,1.464014258564117,First,woman,False,C,Southampton,yes,True,-0.5609748304808925,1,3.295836866004329,False,False,True,False,False
291,291,291,1,-0.7962859910387481,1,0,1.6111475224786775,First,woman,False,B,Cherbourg,yes,False,0.059159876663617626,0,2.995732273553991,False,False,False,False,False
292,292,292,0,0.5101613454232019,0,0,-0.3429588030007618,Second,man,True,D,Cherbourg,no,True,-0.5609748304808925,1,3.6109179126442243,True,False,False,True,False
293,293,293,0,-0.41203677443229225,0,0,-0.6967178907118832,Third,woman,False,C,Southampton,no,True,-0.5609748304808925,1,3.2188758248682006,False,False,True,False,True
294,294,294,0,-0.41203677443229225,0,0,-0.8019236166026618,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.2188758248682006,True,False,True,False,True
295,295,295,0,-0.10463740114712752,0,0,0.4082334475616762,First,man,True,C,Cherbourg,no,True,-0.5609748304808925,1,3.367295829986474,True,False,False,False,False
296,296,296,0,-0.45046169609293785,0,0,-0.8823470582632056,Third,man,True,C,Cherbourg,no,True,-0.5609748304808925,1,3.1986731175506815,True,False,False,False,True
297,297,297,0,-2.1027333275006983,1,2,2.132408321022389,First,child,False,C,Southampton,no,False,1.299429290952638,0,1.0986122886681096,False,False,True,False,False
298,298,298,1,-0.10463740114712752,0,0,0.5036031274312862,First,man,True,C,Southampton,yes,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,False
299,299,299,1,1.5860591519212783,0,1,2.6363132839087284,First,woman,False,B,Cherbourg,yes,False,0.059159876663617626,0,3.9318256327243257,False,False,False,False,False
300,300,300,1,-0.10463740114712752,0,0,-0.8189865811572414,Third,woman,False,C,Queenstown,yes,True,-0.5609748304808925,1,3.367295829986474,False,True,False,False,True
301,301,301,1,-0.10463740114712752,2,0,0.23352593393921808,Third,man,True,C,Queenstown,yes,False,0.6792945838081278,0,3.367295829986474,True,True,False,False,True
302,302,302,0,-0.7962859910387481,0,0,-3.0585777291682934,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,2.995732273553991,True,False,True,False,True
303,303,303,1,-0.10463740114712752,0,0,-0.38278544498532663,Second,woman,False,E,Queenstown,yes,True,-0.5609748304808925,1,3.367295829986474,False,True,False,True,False
304,304,304,0,-0.10463740114712752,0,0,-0.7841792430073967,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,True
305,305,305,1,-2.1857311582876924,1,2,2.132408321022389,First,child,False,C,Southampton,yes,False,1.299429290952638,0,0.6523251860396903,True,False,True,False,False
306,306,306,1,-0.10463740114712752,0,0,1.812289926928167,First,woman,False,C,Cherbourg,yes,True,-0.5609748304808925,1,3.367295829986474,False,False,False,False,False
307,307,307,1,-0.9499856776813305,1,0,1.7938227894866787,First,woman,False,C,Cherbourg,yes,False,0.059159876663617626,0,2.8903717578961645,False,False,False,False,False
308,308,308,0,0.04906228549545483,1,0,0.26497567234198965,Second,man,True,C,Cherbourg,no,False,0.059159876663617626,0,3.4339872044851463,True,False,False,True,False
309,309,309,1,0.04906228549545483,0,0,1.1326493972880125,First,woman,False,E,Cherbourg,yes,True,-0.5609748304808925,1,3.4339872044851463,False,False,False,False,False
310,310,310,1,-0.41203677443229225,0,0,1.5182728441543658,First,woman,False,C,Cherbourg,yes,True,-0.5609748304808925,1,3.2188758248682006,False,False,False,False,False
311,311,311,1,-0.8731358343600393,2,2,2.6962534687059603,First,woman,False,B,Cherbourg,yes,False,1.9195639980971482,0,2.9444389791664403,False,False,False,False,False
312,312,312,0,-0.2583370877897099,1,1,0.3444394801955362,Second,woman,False,C,Southampton,no,False,0.6792945838081278,0,3.295836866004329,False,False,True,True,False
313,313,313,0,-0.10463740114712752,0,0,-0.8019236166026618,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,True
314,314,314,0,1.0481102486722402,1,1,0.35395586016517094,Second,man,True,C,Southampton,no,False,0.6792945838081278,0,3.784189633918261,True,False,True,True,False
315,315,315,1,-0.2583370877897099,0,0,-0.806763380796033,Third,woman,False,C,Southampton,yes,True,-0.5609748304808925,1,3.295836866004329,False,False,True,False,True
316,316,316,1,-0.41203677443229225,1,0,0.3444394801955362,Second,woman,False,C,Southampton,yes,False,0.059159876663617626,0,3.2188758248682006,False,False,True,True,False
317,317,317,0,1.893458525206443,0,0,-0.2624619586252086,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,4.007333185232471,True,False,True,True,False
318,318,318,1,0.12591212881674602,0,2,2.218822021910339,First,woman,False,C,Southampton,yes,False,0.6792945838081278,0,3.4657359027997265,False,False,True,False,False
319,319,319,1,0.8175607187083667,1,1,2.010033264475824,First,woman,False,E,Cherbourg,yes,False,0.6792945838081278,0,3.713572066704308,False,False,False,False,False
320,320,320,0,-0.5657364610748746,0,0,-0.8797405693934278,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.1354942159291497,True,False,True,False,True
321,321,321,0,-0.1814872444684187,0,0,-0.8019236166026618,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.332204510175204,True,False,True,False,True
322,322,322,1,0.04906228549545483,0,0,-0.38278544498532663,Second,woman,False,C,Queenstown,yes,True,-0.5609748304808925,1,3.4339872044851463,False,True,False,True,False
323,323,323,1,-0.5657364610748746,1,1,0.4532263111425748,Second,woman,False,C,Southampton,yes,False,0.6792945838081278,0,3.1354942159291497,False,False,True,True,False
324,324,324,0,-0.10463740114712752,8,2,1.3361591794576348,Third,man,True,C,Southampton,no,False,5.64037224096421,0,3.367295829986474,True,False,True,False,True
325,325,325,1,0.5101613454232019,0,0,2.0186331792044068,First,woman,False,C,Cherbourg,yes,True,-0.5609748304808925,1,3.6109179126442243,False,False,False,False,False
326,326,326,0,2.4314074284554814,0,0,-1.0149359989180027,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,4.127134385045092,True,False,True,False,True
327,327,327,1,0.5101613454232019,0,0,-0.3336984726090332,Second,woman,False,D,Southampton,yes,True,-0.5609748304808925,1,3.6109179126442243,False,False,True,True,False
328,328,328,1,0.12591212881674602,1,1,0.11044794172866994,Third,woman,False,C,Southampton,yes,False,0.6792945838081278,0,3.4657359027997265,False,False,True,False,True
329,329,329,1,-1.0268355210026217,0,1,1.1511968252901217,First,woman,False,B,Cherbourg,yes,False,0.059159876663617626,0,2.833213344056216,False,False,False,False,False
330,330,330,1,-0.10463740114712752,2,0,0.23352593393921808,Third,woman,False,C,Queenstown,yes,False,0.6792945838081278,0,3.367295829986474,False,True,False,False,True
331,331,331,0,1.2402348569754682,0,0,0.4358726267231761,First,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.839452312593311,True,False,True,False,False
332,332,332,0,0.6638610320657843,0,1,2.14527242190355,First,man,True,C,Southampton,no,False,0.059159876663617626,0,3.6635616461296463,True,False,True,False,False
333,333,333,0,-1.0268355210026217,2,0,-0.01838583697289204,Third,man,True,C,Southampton,no,False,0.6792945838081278,0,2.833213344056216,True,False,True,False,True
334,334,334,1,-0.10463740114712752,1,0,2.003535801391161,First,woman,False,C,Southampton,yes,False,0.059159876663617626,0,3.367295829986474,False,False,True,False,False
335,335,335,0,-0.10463740114712752,0,0,-0.8019236166026618,Third,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,False,True
336,336,336,0,-0.027787557825836348,1,0,1.2920564383571118,First,man,True,C,Southampton,no,False,0.059159876663617626,0,3.4011973816621555,True,False,True,False,False
337,337,337,1,0.8944105620296577,0,0,2.010033264475824,First,woman,False,E,Cherbourg,yes,True,-0.5609748304808925,1,3.7376696182833684,False,False,False,False,False
338,338,338,1,1.2018099353148226,0,0,-0.7841792430073967,Third,man,True,C,Southampton,yes,True,-0.5609748304808925,1,3.828641396489095,True,False,True,False,True
339,339,339,0,1.2018099353148226,0,0,0.6557188297748954,First,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.828641396489095,True,False,True,False,False
340,340,340,1,-2.1027333275006983,1,1,0.3444394801955362,Second,child,False,F,Southampton,yes,False,0.6792945838081278,0,1.0986122886681096,True,False,True,True,False
341,341,341,1,-0.41203677443229225,3,2,2.6987007794454887,First,woman,False,C,Southampton,yes,False,2.5396987052416584,0,3.2188758248682006,False,False,True,False,False
342,342,342,0,-0.10463740114712752,0,0,-0.3336984726090332,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.367295829986474,True,False,True,True,False
343,343,343,0,-0.33518693111100106,0,0,-0.3336984726090332,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.258096538021482,True,False,True,True,False
344,344,344,0,0.5101613454232019,0,0,-0.3336984726090332,Second,man,True,C,Southampton,no,True,-0.5609748304808925,1,3.6109179126442243,True,False,True,True,False
